state,declarationDate,fyDeclared,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,disasterLength
NY,1976-09-03 00:00:00+00:00,1976,DR,Hurricane,HURRICANE BELLE,0,1,1,0,1976-09-03 00:00:00+00:00,1976-09-03 00:00:00+00:00,1987-05-29 00:00:00+00:00,0 days
NJ,1976-08-21 00:00:00+00:00,1976,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",0,1,1,0,1976-08-21 00:00:00+00:00,1976-08-21 00:00:00+00:00,1985-09-26 00:00:00+00:00,0 days
VT,1976-08-05 00:00:00+00:00,1976,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",0,1,1,0,1976-08-05 00:00:00+00:00,1976-08-05 00:00:00+00:00,1981-04-16 00:00:00+00:00,0 days
CO,1976-08-02 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLASH FLOODING,0,1,1,0,1976-08-02 00:00:00+00:00,1976-08-02 00:00:00+00:00,1983-05-21 00:00:00+00:00,0 days
MO,1976-07-21 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-07-21 00:00:00+00:00,1976-07-21 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
NY,1976-07-21 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-07-21 00:00:00+00:00,1976-07-21 00:00:00+00:00,1986-05-30 00:00:00+00:00,0 days
KS,1976-07-13 00:00:00+00:00,1976,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",0,1,1,0,1976-07-13 00:00:00+00:00,1976-07-13 00:00:00+00:00,1988-08-18 00:00:00+00:00,0 days
PA,1976-07-07 00:00:00+00:00,1976,DR,Flood,"HIGH WINDS, FLASH FLOODS",0,1,1,0,1976-07-07 00:00:00+00:00,1976-07-07 00:00:00+00:00,1984-08-30 00:00:00+00:00,0 days
NY,1976-06-29 00:00:00+00:00,1976,DR,Flood,FLASH FLOODING,0,0,1,0,1976-06-29 00:00:00+00:00,1976-06-29 00:00:00+00:00,1985-09-26 00:00:00+00:00,0 days
SD,1976-06-25 00:00:00+00:00,1976,DR,Flood,FLASH FLOODING & MUDSLIDES,0,1,1,0,1976-06-25 00:00:00+00:00,1976-06-25 00:00:00+00:00,1981-04-16 00:00:00+00:00,0 days
TX,1976-06-19 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-06-19 00:00:00+00:00,1976-06-19 00:00:00+00:00,1981-08-27 00:00:00+00:00,0 days
IL,1976-06-18 00:00:00+00:00,1976,DR,Severe Storm,"SEVERE STORMS, TORNADOES  & FLOODING",0,1,1,0,1976-06-18 00:00:00+00:00,1976-06-18 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
MP,1976-06-17 00:00:00+00:00,1976,DR,Typhoon,TYPHOONS PAMELA & THERESE,0,1,1,0,1976-06-17 00:00:00+00:00,1976-06-17 00:00:00+00:00,1987-06-02 00:00:00+00:00,0 days
GA,1976-06-11 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-06-11 00:00:00+00:00,1976-06-11 00:00:00+00:00,1978-11-03 00:00:00+00:00,0 days
ID,1976-06-06 00:00:00+00:00,1976,DR,Flood,"DAM COLLAPSE, FLOODING",0,1,1,0,1976-06-06 00:00:00+00:00,1976-06-06 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
OK,1976-06-05 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-06-05 00:00:00+00:00,1976-06-05 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
GU,1976-05-22 00:00:00+00:00,1976,DR,Typhoon,TYPHOON PAMELA,0,1,1,0,1976-05-22 00:00:00+00:00,1976-05-22 00:00:00+00:00,1994-06-30 00:00:00+00:00,0 days
ND,1976-04-16 00:00:00+00:00,1976,DR,Flood,FLOODING,0,1,1,0,1976-04-16 00:00:00+00:00,1976-04-16 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
NE,1976-04-08 00:00:00+00:00,1976,DR,Severe Ice Storm,ICE STORMS & HIGH WINDS,0,0,1,0,1976-04-08 00:00:00+00:00,1976-04-08 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
MS,1976-04-01 00:00:00+00:00,1976,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,1,0,1976-04-01 00:00:00+00:00,1976-04-01 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
AR,1976-04-01 00:00:00+00:00,1976,DR,Tornado,TORNADOES,0,1,1,0,1976-04-01 00:00:00+00:00,1976-04-01 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
OK,1976-04-01 00:00:00+00:00,1976,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1976-04-01 00:00:00+00:00,1976-04-01 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
WI,1976-03-23 00:00:00+00:00,1976,DR,Flood,"SEVERE STORMS, ICING, WIND & FLOODING",0,1,1,0,1976-03-23 00:00:00+00:00,1976-03-23 00:00:00+00:00,1986-06-09 00:00:00+00:00,0 days
MI,1976-03-19 00:00:00+00:00,1976,DR,Severe Storm,"SEVERE STORMS, TORNADOES, ICING & FLOODING",0,1,1,0,1976-03-19 00:00:00+00:00,1976-03-19 00:00:00+00:00,1980-06-26 00:00:00+00:00,0 days
NY,1976-03-19 00:00:00+00:00,1976,DR,Severe Ice Storm,"ICE STORM,SEVERE STORMS & FLOODING",0,1,1,0,1976-03-19 00:00:00+00:00,1976-03-19 00:00:00+00:00,1991-09-27 00:00:00+00:00,0 days
AK,1975-12-18 00:00:00+00:00,1976,DR,Fire,FIRE & FREEZING,0,1,1,0,1975-12-18 00:00:00+00:00,1975-12-18 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
WA,1975-12-13 00:00:00+00:00,1976,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-12-13 00:00:00+00:00,1975-12-13 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
OK,1975-12-10 00:00:00+00:00,1976,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1975-12-10 00:00:00+00:00,1975-12-10 00:00:00+00:00,1978-04-25 00:00:00+00:00,0 days
HI,1975-12-07 00:00:00+00:00,1976,DR,Earthquake,"EARTHQUAKE, SEISMIC WAVES & VOLCANIC ERUPTION",0,1,1,0,1975-12-07 00:00:00+00:00,1975-12-07 00:00:00+00:00,1979-09-10 00:00:00+00:00,0 days
MD,1975-10-04 00:00:00+00:00,1976,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1975-10-04 00:00:00+00:00,1975-10-04 00:00:00+00:00,1991-10-02 00:00:00+00:00,0 days
AL,1975-10-02 00:00:00+00:00,1976,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,1,0,1975-10-02 00:00:00+00:00,1975-10-02 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
NY,1975-10-02 00:00:00+00:00,1976,DR,Flood,"STORMS, RAINS, LANDSLIDES & FLOODING",0,1,1,0,1975-10-02 00:00:00+00:00,1975-10-02 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
MI,1975-09-30 00:00:00+00:00,1975,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",0,1,1,0,1975-09-30 00:00:00+00:00,1975-09-30 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
PA,1975-09-26 00:00:00+00:00,1975,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26 00:00:00+00:00,1975-09-26 00:00:00+00:00,1987-06-03 00:00:00+00:00,0 days
FL,1975-09-26 00:00:00+00:00,1975,DR,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26 00:00:00+00:00,1975-09-26 00:00:00+00:00,1978-11-03 00:00:00+00:00,0 days
PR,1975-09-19 00:00:00+00:00,1975,DR,Flood,TROPICAL STORM ELIOISE,0,1,1,0,1975-09-19 00:00:00+00:00,1975-09-19 00:00:00+00:00,1999-07-14 00:00:00+00:00,0 days
WI,1975-09-15 00:00:00+00:00,1975,DR,Severe Storm,"HEAVY RAINS, TORNADOES & FLASH FLOODS",0,1,1,0,1975-09-15 00:00:00+00:00,1975-09-15 00:00:00+00:00,1978-06-27 00:00:00+00:00,0 days
WV,1975-09-12 00:00:00+00:00,1975,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1975-09-12 00:00:00+00:00,1975-09-12 00:00:00+00:00,1984-05-04 00:00:00+00:00,0 days
OH,1975-09-11 00:00:00+00:00,1975,DR,Flood,"WINDS, TORNADOES, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-11 00:00:00+00:00,1975-09-11 00:00:00+00:00,1981-08-27 00:00:00+00:00,0 days
FL,1975-08-22 00:00:00+00:00,1975,DR,Flood,FLOODING,0,1,1,0,1975-08-22 00:00:00+00:00,1975-08-22 00:00:00+00:00,1978-07-05 00:00:00+00:00,0 days
IL,1975-07-25 00:00:00+00:00,1975,DR,Tornado,TORNADO,0,1,1,0,1975-07-25 00:00:00+00:00,1975-07-25 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
NJ,1975-07-23 00:00:00+00:00,1975,DR,Flood,"HEAVY RAINS, HIGH WINDS, HAIL & TORNADOES",0,1,1,0,1975-07-23 00:00:00+00:00,1975-07-23 00:00:00+00:00,1987-08-18 00:00:00+00:00,0 days
MN,1975-07-17 00:00:00+00:00,1975,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,1,0,1975-07-17 00:00:00+00:00,1975-07-17 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
ND,1975-07-11 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-07-11 00:00:00+00:00,1975-07-11 00:00:00+00:00,1981-04-16 00:00:00+00:00,0 days
OK,1975-07-09 00:00:00+00:00,1975,DR,Severe Storm,"SEVERE STORMS, FLOODING & TORNADOES",0,1,1,0,1975-07-09 00:00:00+00:00,1975-07-09 00:00:00+00:00,1978-08-01 00:00:00+00:00,0 days
MN,1975-07-05 00:00:00+00:00,1975,DR,Flood,FLOODING,0,1,1,0,1975-07-05 00:00:00+00:00,1975-07-05 00:00:00+00:00,1978-04-25 00:00:00+00:00,0 days
MT,1975-06-28 00:00:00+00:00,1975,DR,Flood,"RAINS, SHOWMELT, STORMS & FLOODING",0,1,1,0,1975-06-28 00:00:00+00:00,1975-06-28 00:00:00+00:00,1983-05-21 00:00:00+00:00,0 days
AR,1975-06-07 00:00:00+00:00,1975,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1975-06-07 00:00:00+00:00,1975-06-07 00:00:00+00:00,1977-05-31 00:00:00+00:00,0 days
LA,1975-06-06 00:00:00+00:00,1975,DR,Severe Storm,"HEAVY RAINS, TORNADOES & FLOODING",0,1,1,0,1975-06-06 00:00:00+00:00,1975-06-06 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
ND,1975-05-24 00:00:00+00:00,1975,DR,Flood,FLOODING FROM RAINS & SNOWMELT,0,1,1,0,1975-05-24 00:00:00+00:00,1975-05-24 00:00:00+00:00,1983-05-21 00:00:00+00:00,0 days
KY,1975-05-24 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-05-24 00:00:00+00:00,1975-05-24 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
NE,1975-05-07 00:00:00+00:00,1975,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1975-05-07 00:00:00+00:00,1975-05-07 00:00:00+00:00,1984-05-04 00:00:00+00:00,0 days
MO,1975-05-03 00:00:00+00:00,1975,DR,Tornado,"TORNADOES, HIGH WINDS & HAIL",0,1,1,0,1975-05-03 00:00:00+00:00,1975-05-03 00:00:00+00:00,1978-12-08 00:00:00+00:00,0 days
MI,1975-04-26 00:00:00+00:00,1975,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",0,1,1,0,1975-04-26 00:00:00+00:00,1975-04-26 00:00:00+00:00,1981-11-06 00:00:00+00:00,0 days
AL,1975-04-23 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-04-23 00:00:00+00:00,1975-04-23 00:00:00+00:00,1979-01-29 00:00:00+00:00,0 days
AR,1975-04-01 00:00:00+00:00,1975,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1975-04-01 00:00:00+00:00,1975-04-01 00:00:00+00:00,1978-07-24 00:00:00+00:00,0 days
TX,1975-04-01 00:00:00+00:00,1975,DR,Tornado,TORNADOES,0,1,1,0,1975-04-01 00:00:00+00:00,1975-04-01 00:00:00+00:00,1977-10-26 00:00:00+00:00,0 days
KY,1975-03-29 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-03-29 00:00:00+00:00,1975-03-29 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
GA,1975-03-29 00:00:00+00:00,1975,DR,Tornado,"TORNADOES, HIGH WINDS & HEAVY RAINS",0,1,1,0,1975-03-29 00:00:00+00:00,1975-03-29 00:00:00+00:00,1977-11-01 00:00:00+00:00,0 days
TN,1975-03-22 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-03-22 00:00:00+00:00,1975-03-22 00:00:00+00:00,1979-02-26 00:00:00+00:00,0 days
AL,1975-03-14 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-03-14 00:00:00+00:00,1975-03-14 00:00:00+00:00,1979-06-25 00:00:00+00:00,0 days
TX,1975-02-15 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1975-02-15 00:00:00+00:00,1975-02-15 00:00:00+00:00,1977-02-28 00:00:00+00:00,0 days
MS,1975-01-30 00:00:00+00:00,1975,DR,Tornado,TORNADOES,0,1,1,0,1975-01-30 00:00:00+00:00,1975-01-30 00:00:00+00:00,1976-12-23 00:00:00+00:00,0 days
PR,1974-11-30 00:00:00+00:00,1975,DR,Flood,FLOODING,0,1,1,0,1974-11-30 00:00:00+00:00,1974-11-30 00:00:00+00:00,1993-11-22 00:00:00+00:00,0 days
TX,1974-11-30 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-11-30 00:00:00+00:00,1974-11-30 00:00:00+00:00,1978-04-03 00:00:00+00:00,0 days
OK,1974-11-26 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-11-26 00:00:00+00:00,1974-11-26 00:00:00+00:00,1977-06-20 00:00:00+00:00,0 days
AK,1974-11-14 00:00:00+00:00,1975,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-11-14 00:00:00+00:00,1974-11-14 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
VI,1974-11-14 00:00:00+00:00,1975,DR,Flood,"SEVERE STORMS, LANDSLIDES & FLOODING",0,1,1,0,1974-11-14 00:00:00+00:00,1974-11-14 00:00:00+00:00,1984-10-24 00:00:00+00:00,0 days
LA,1974-11-01 00:00:00+00:00,1975,DR,Severe Storm,SEVERE STORMS,0,1,1,0,1974-11-01 00:00:00+00:00,1974-11-01 00:00:00+00:00,1981-08-27 00:00:00+00:00,0 days
AS,1974-09-30 00:00:00+00:00,1974,DR,Drought,DROUGHT,0,1,0,0,1974-09-30 00:00:00+00:00,1974-09-30 00:00:00+00:00,1977-03-07 00:00:00+00:00,0 days
LA,1974-09-23 00:00:00+00:00,1974,DR,Hurricane,HURRICANE CARMEN,0,1,1,0,1974-09-23 00:00:00+00:00,1974-09-23 00:00:00+00:00,1978-04-03 00:00:00+00:00,0 days
NY,1974-07-23 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-07-23 00:00:00+00:00,1974-07-23 00:00:00+00:00,1978-08-04 00:00:00+00:00,0 days
MN,1974-07-13 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-07-13 00:00:00+00:00,1974-07-13 00:00:00+00:00,1978-06-27 00:00:00+00:00,0 days
OH,1974-07-11 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-07-11 00:00:00+00:00,1974-07-11 00:00:00+00:00,1977-12-02 00:00:00+00:00,0 days
AK,1974-06-24 00:00:00+00:00,1974,DR,Freezing,FREEZE IN SPAWNING AREAS OF RED SALMON,0,1,0,0,1974-06-24 00:00:00+00:00,1974-06-24 00:00:00+00:00,1976-11-24 00:00:00+00:00,0 days
IA,1974-06-24 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-24 00:00:00+00:00,1974-06-24 00:00:00+00:00,1978-11-29 00:00:00+00:00,0 days
KS,1974-06-10 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,1976-12-23 00:00:00+00:00,0 days
OK,1974-06-10 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,1978-04-03 00:00:00+00:00,0 days
MN,1974-06-10 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,1977-04-18 00:00:00+00:00,0 days
MO,1974-06-10 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,1979-04-18 00:00:00+00:00,0 days
IL,1974-06-10 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-10 00:00:00+00:00,1974-06-10 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
AR,1974-06-08 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-06-08 00:00:00+00:00,1974-06-08 00:00:00+00:00,1977-01-25 00:00:00+00:00,0 days
OH,1974-05-31 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-05-31 00:00:00+00:00,1974-05-31 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
AR,1974-05-31 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-05-31 00:00:00+00:00,1974-05-31 00:00:00+00:00,1977-01-25 00:00:00+00:00,0 days
ND,1974-05-14 00:00:00+00:00,1974,DR,Flood,"HEAVY RAINS, SNOWMELT & FLOODING",0,1,1,0,1974-05-14 00:00:00+00:00,1974-05-14 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
HI,1974-05-07 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,0,0,1974-05-07 00:00:00+00:00,1974-05-07 00:00:00+00:00,1977-03-07 00:00:00+00:00,0 days
CA,1974-05-07 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,0,1,0,1974-05-07 00:00:00+00:00,1974-05-07 00:00:00+00:00,1981-04-16 00:00:00+00:00,0 days
WI,1974-04-26 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-26 00:00:00+00:00,1974-04-26 00:00:00+00:00,1976-10-26 00:00:00+00:00,0 days
MS,1974-04-18 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-04-18 00:00:00+00:00,1974-04-18 00:00:00+00:00,1978-11-03 00:00:00+00:00,0 days
MI,1974-04-12 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-12 00:00:00+00:00,1974-04-12 00:00:00+00:00,1976-10-26 00:00:00+00:00,0 days
NC,1974-04-12 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-12 00:00:00+00:00,1974-04-12 00:00:00+00:00,1976-08-02 00:00:00+00:00,0 days
IL,1974-04-11 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-11 00:00:00+00:00,1974-04-11 00:00:00+00:00,1977-04-18 00:00:00+00:00,0 days
WV,1974-04-11 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1974-04-11 00:00:00+00:00,1974-04-11 00:00:00+00:00,1977-06-30 00:00:00+00:00,0 days
GA,1974-04-05 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-05 00:00:00+00:00,1974-04-05 00:00:00+00:00,1976-07-29 00:00:00+00:00,0 days
TN,1974-04-04 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-04 00:00:00+00:00,1974-04-04 00:00:00+00:00,1977-05-31 00:00:00+00:00,0 days
IN,1974-04-04 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-04 00:00:00+00:00,1974-04-04 00:00:00+00:00,1979-01-17 00:00:00+00:00,0 days
AL,1974-04-04 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-04 00:00:00+00:00,1974-04-04 00:00:00+00:00,1978-11-03 00:00:00+00:00,0 days
OH,1974-04-04 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-04 00:00:00+00:00,1974-04-04 00:00:00+00:00,1980-06-26 00:00:00+00:00,0 days
KY,1974-04-04 00:00:00+00:00,1974,DR,Tornado,TORNADOES,0,1,1,0,1974-04-04 00:00:00+00:00,1974-04-04 00:00:00+00:00,1983-05-31 00:00:00+00:00,0 days
OK,1974-03-22 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-03-22 00:00:00+00:00,1974-03-22 00:00:00+00:00,1976-03-19 00:00:00+00:00,0 days
LA,1974-02-23 00:00:00+00:00,1974,DR,Flood,FLOODING,0,1,1,0,1974-02-23 00:00:00+00:00,1974-02-23 00:00:00+00:00,1977-05-31 00:00:00+00:00,0 days
MT,1974-01-29 00:00:00+00:00,1974,DR,Flood,"SEVERE STORMS, FLOODING & LANDSLIDES",0,1,1,0,1974-01-29 00:00:00+00:00,1974-01-29 00:00:00+00:00,1977-01-25 00:00:00+00:00,0 days
WV,1974-01-29 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-01-29 00:00:00+00:00,1974-01-29 00:00:00+00:00,1980-06-26 00:00:00+00:00,0 days
ID,1974-01-25 00:00:00+00:00,1974,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING",0,1,1,0,1974-01-25 00:00:00+00:00,1974-01-25 00:00:00+00:00,1977-10-04 00:00:00+00:00,0 days
WA,1974-01-25 00:00:00+00:00,1974,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING",0,1,1,0,1974-01-25 00:00:00+00:00,1974-01-25 00:00:00+00:00,1977-10-04 00:00:00+00:00,0 days
OR,1974-01-25 00:00:00+00:00,1974,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING",0,1,1,0,1974-01-25 00:00:00+00:00,1974-01-25 00:00:00+00:00,1978-07-06 00:00:00+00:00,0 days
CA,1974-01-25 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-01-25 00:00:00+00:00,1974-01-25 00:00:00+00:00,1979-09-10 00:00:00+00:00,0 days
NH,1974-01-21 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1974-01-21 00:00:00+00:00,1974-01-21 00:00:00+00:00,1977-10-04 00:00:00+00:00,0 days
ME,1974-01-18 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1974-01-18 00:00:00+00:00,1974-01-18 00:00:00+00:00,1976-10-07 00:00:00+00:00,0 days
OK,1973-12-10 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-12-10 00:00:00+00:00,1973-12-10 00:00:00+00:00,1976-06-17 00:00:00+00:00,0 days
AK,1973-11-07 00:00:00+00:00,1974,DR,Flood,HEAVY RAINS & FLOODING,0,1,1,0,1973-11-07 00:00:00+00:00,1973-11-07 00:00:00+00:00,1978-08-01 00:00:00+00:00,0 days
MO,1973-11-01 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-11-01 00:00:00+00:00,1973-11-01 00:00:00+00:00,1976-12-23 00:00:00+00:00,0 days
NE,1973-10-20 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-10-20 00:00:00+00:00,1973-10-20 00:00:00+00:00,1976-10-20 00:00:00+00:00,0 days
MA,1973-10-16 00:00:00+00:00,1974,DR,Fire,FIRE (CITY OF CHELSEA),0,1,1,0,1973-10-16 00:00:00+00:00,1973-10-16 00:00:00+00:00,1977-10-04 00:00:00+00:00,0 days
OK,1973-10-13 00:00:00+00:00,1974,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-10-13 00:00:00+00:00,1973-10-13 00:00:00+00:00,1978-04-25 00:00:00+00:00,0 days
KS,1973-09-28 00:00:00+00:00,1973,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,1,0,1973-09-28 00:00:00+00:00,1973-09-28 00:00:00+00:00,1977-07-19 00:00:00+00:00,0 days
NJ,1973-08-07 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-08-07 00:00:00+00:00,1973-08-07 00:00:00+00:00,1977-01-17 00:00:00+00:00,0 days
NY,1973-07-20 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-07-20 00:00:00+00:00,1973-07-20 00:00:00+00:00,1978-07-06 00:00:00+00:00,0 days
PA,1973-07-17 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-07-17 00:00:00+00:00,1973-07-17 00:00:00+00:00,1980-09-18 00:00:00+00:00,0 days
NH,1973-07-11 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-07-11 00:00:00+00:00,1973-07-11 00:00:00+00:00,1978-04-25 00:00:00+00:00,0 days
TX,1973-07-11 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-07-11 00:00:00+00:00,1973-07-11 00:00:00+00:00,1976-09-16 00:00:00+00:00,0 days
VT,1973-07-06 00:00:00+00:00,1973,DR,Flood,"SEVERE STORMS, FLOODING, & LANDSLIDES",0,1,1,0,1973-07-06 00:00:00+00:00,1973-07-06 00:00:00+00:00,1976-11-12 00:00:00+00:00,0 days
CO,1973-07-06 00:00:00+00:00,1973,DR,Flood,FLOODING & LANDSLIDES,0,0,1,0,1973-07-06 00:00:00+00:00,1973-07-06 00:00:00+00:00,1976-09-16 00:00:00+00:00,0 days
TN,1973-06-28 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-06-28 00:00:00+00:00,1973-06-28 00:00:00+00:00,1976-12-23 00:00:00+00:00,0 days
NC,1973-06-25 00:00:00+00:00,1973,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-06-25 00:00:00+00:00,1973-06-25 00:00:00+00:00,1976-06-03 00:00:00+00:00,0 days
